,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents
18781,0,0.117611469,72,0,0.341841187,4583.0,7,0,0,0,0.0
68863,0,0.911652427,26,0,0.7741935479999998,650.0,4,0,0,0,0.0
33579,0,0.080534034,71,0,0.012562567,10188.0,6,0,0,0,0.0
31177,0,0.0082833339999999,40,0,0.241394087,7000.0,11,0,2,0,0.0
30989,0,0.205138066,75,0,0.710429857,3000.0,10,1,1,0,0.0
8301,0,0.0041944309999999,51,1,0.1485608169999999,14000.0,7,0,2,0,3.0
15511,0,0.1211928449999999,40,0,0.300870096,6550.0,9,0,2,0,3.0
61994,0,0.0254611149999999,68,0,0.0128052,36000.0,6,0,0,0,0.0
15344,0,0.0,55,0,0.9277732030000002,8500.0,3,0,2,0,2.0
133152,0,0.554850002,57,0,1.259708738,2471.0,10,0,1,0,0.0
92308,0,0.5376283,34,0,0.235642123,10986.0,15,0,2,0,4.0
7969,1,0.9750025000000002,57,1,0.309327196,7386.0,3,0,1,0,0.0
30854,0,0.9770023,49,0,0.079529494,5695.0,2,0,0,0,2.0
4459,0,0.12414219,59,0,0.333083341,10666.0,9,0,2,0,0.0
106004,0,0.2532788779999999,53,5,0.283407897,10281.0,20,0,2,0,2.0
40407,0,0.583157706,53,0,0.0758438119999999,7554.0,5,0,0,0,3.0
30534,0,0.9999999,36,0,0.024189647,6200.0,1,0,0,0,2.0
107847,0,0.232170375,49,0,0.343287562,7500.0,14,0,2,0,0.0
130015,0,0.056388722,45,0,0.1869259859999999,1850.0,2,0,0,0,1.0
113137,0,0.324918635,36,0,0.095303394,8750.0,6,0,0,0,0.0
77866,1,0.0612201549999999,62,0,0.443827809,6666.0,7,0,1,0,3.0
30892,0,0.0,59,0,0.3528363529999999,10100.0,14,0,3,0,0.0
60631,0,0.063003293,37,4,0.223655554,5968.0,13,0,1,1,0.0
146984,0,0.144737588,46,1,0.0863490609999999,13097.0,8,0,0,0,5.0
25834,0,0.031062657,55,0,0.0990855189999999,9950.0,9,0,0,0,0.0
30665,0,0.051140879,32,0,0.136183417,5800.0,14,0,0,0,0.0
75439,0,0.367846027,50,0,0.757045057,6280.0,26,0,3,0,0.0
73937,0,0.9999999,49,1,0.4718676120000001,2114.0,3,0,1,1,2.0
142551,0,0.7487645099999999,50,1,0.3078256229999999,7500.0,8,0,1,0,0.0
139185,0,0.498350055,32,0,0.2942210499999999,4550.0,7,0,0,0,0.0
134492,0,0.021008789,56,1,0.0692994269999999,11875.0,6,0,1,0,0.0
33475,0,0.0198966039999999,69,0,0.5404964079999999,3061.0,13,0,1,0,1.0
103932,0,0.568756617,41,1,0.1912309289999999,6750.0,10,0,1,1,1.0
51190,0,0.0,65,0,0.007198081,3750.0,4,0,0,0,0.0
134416,0,0.056431452,53,0,0.0051488,9710.0,2,0,0,0,3.0
81212,0,0.9999999,53,0,0.0,12666.0,0,0,0,0,2.0
74375,0,0.481000717,49,0,0.4093976509999999,4000.0,6,0,1,0,0.0
81434,0,0.142294694,58,0,0.6486161249999999,3323.0,15,0,1,0,0.0
105483,0,0.019091634,79,0,0.1756457559999999,4064.0,8,0,1,0,0.0
108811,0,0.5500767229999999,53,0,0.299725023,12000.0,13,0,2,0,2.0
138888,0,0.9999999,63,2,0.3540768829999999,5800.0,4,2,1,1,0.0
117601,0,0.1298810649999999,53,0,0.533497402,3656.0,6,0,2,0,0.0
47835,0,0.0824664999999999,55,0,0.1735117669999999,6500.0,9,0,2,0,3.0
138746,0,0.002437348,88,0,0.266518601,1800.0,5,0,1,0,0.0
41023,0,0.009413469,65,0,0.299326668,4900.0,10,0,1,0,0.0
21707,0,0.3836279759999999,55,0,0.407460934,11070.0,17,0,1,0,2.0
117699,0,0.687624972,53,0,0.5232249079999999,7900.0,7,0,2,0,0.0
39933,0,0.44036424,59,0,0.2693511089999999,7350.0,8,0,1,0,0.0
62582,0,0.091756904,57,0,0.0671685679999999,8500.0,8,0,1,0,0.0
16926,1,0.888853805,62,1,0.3745108999999999,5366.0,7,2,2,0,1.0
14879,0,0.0,25,0,0.0,2100.0,1,0,0,0,0.0
106406,0,0.43133913,56,0,0.3802471459999999,10600.0,17,0,2,0,0.0
14619,0,0.0359260049999999,29,0,0.8214447979999998,2200.0,9,0,1,0,1.0
79260,0,1.142857143,32,1,0.0568571429999999,3499.0,2,0,0,0,2.0
72005,0,0.0,39,0,0.0,4583.0,1,0,0,0,3.0
105001,0,0.7291961479999999,71,0,0.542329302,10500.0,13,0,1,0,0.0
138472,0,0.003465874,44,0,0.27074531,5916.0,14,0,1,0,1.0
45523,0,0.2209111639999999,66,0,0.036592681,5000.0,7,0,0,0,0.0
73934,0,0.18984755,64,0,2292.0,0.0,18,0,1,0,0.0
49786,0,0.4862609239999999,64,0,0.51074164,5352.0,14,0,1,0,0.0
128027,0,0.7816005329999999,46,0,0.448178,8808.0,6,0,2,0,3.0
99112,1,0.8744502199999998,43,0,0.337666048,7000.0,6,0,1,0,0.0
29641,0,0.00760583,50,0,0.0456772559999999,6326.0,5,0,1,0,0.0
147800,0,0.0001544089999999,64,0,0.246323962,8500.0,15,0,2,0,0.0
33840,0,0.0,51,0,0.402155417,5288.0,6,0,2,0,2.0
72120,0,0.319969586,27,0,0.087560514,4750.0,4,0,0,0,1.0
87716,0,0.068736347,43,0,0.182925266,7800.0,3,0,1,0,2.0
16109,0,0.125592823,43,0,0.5226169179999999,11738.0,8,0,3,0,4.0
128747,0,0.0996220369999999,38,0,0.7452006979999999,4583.0,8,0,2,0,1.0
20515,0,0.770081452,29,1,0.503004808,3327.0,8,1,0,0,1.0
42008,0,0.004484794,47,1,0.3416552779999999,30000.0,8,0,4,0,4.0
119789,0,0.179993878,37,0,0.150141643,6000.0,9,0,0,1,2.0
53954,0,0.0973715819999999,70,0,0.363946042,7338.0,7,0,1,0,1.0
12926,0,0.9999999,34,0,0.0186092069999999,4083.0,0,0,0,0,0.0
79614,0,0.7647801149999999,37,0,0.6402621929999999,9000.0,11,0,3,0,3.0
30409,0,0.0571405789999999,55,0,0.403463293,9643.0,14,0,1,0,0.0
115852,0,0.07739484,51,0,0.1998736979999999,9500.0,4,0,2,0,3.0
99822,0,0.114199272,55,1,0.685940594,2524.0,11,0,4,0,2.0
87911,0,0.0656587909999999,42,0,0.357897744,3500.0,7,0,2,0,0.0
22334,0,0.1074314049999999,33,0,0.333020931,3200.0,5,0,0,0,0.0
102958,0,0.0460156389999999,63,0,0.424015009,4263.0,5,0,1,0,0.0
115285,0,0.0,62,0,0.3442655729999999,10000.0,6,0,1,0,2.0
130816,0,0.331426575,49,0,0.2646358879999999,2100.0,6,0,0,0,5.0
20352,0,0.026376518,66,0,0.0078107309999999,8833.0,8,0,0,0,0.0
54731,0,0.05353871,33,0,0.3675780169999999,3620.0,5,0,3,0,0.0
78339,0,0.026583815,58,0,0.0073985199999999,5000.0,6,0,0,0,0.0
31485,0,0.133039622,34,2,0.0214714239999999,6333.0,7,0,0,0,1.0
87385,0,0.619037786,46,0,0.8981851740000002,3250.0,12,0,2,0,0.0
102241,0,0.9999999,48,3,0.309839167,4227.0,5,1,1,0,2.0
17571,0,0.2728268369999999,63,0,0.3225591469999999,3000.0,12,0,1,0,0.0
52222,0,0.9999999,35,0,0.0,3538.0,4,2,0,0,1.0
22123,0,0.9999999,45,0,0.401025836,5263.0,9,0,1,0,0.0
40146,0,0.037739279,45,1,0.004557292,9215.0,3,0,0,0,0.0
10730,1,0.148573275,51,0,0.569851504,10235.0,11,0,3,0,2.0
98493,0,0.045604679,47,0,1.412759416,1300.0,7,0,1,0,0.0
7254,0,0.179752096,39,0,0.8980933599999998,6083.0,21,0,2,0,2.0
14649,0,0.250730657,27,1,3.2196339430000003,600.0,3,0,1,0,0.0
43889,0,0.108888996,31,0,0.053611995,2200.0,7,0,0,0,0.0
42852,0,0.9655951880000002,69,0,12.71013932,2583.0,14,0,1,0,0.0
55433,0,0.0,51,0,0.115190785,12500.0,13,0,1,0,2.0
7298,0,0.007911354,62,0,0.227628729,6000.0,5,0,1,0,1.0
78560,0,0.001922635,80,0,0.100837277,2746.0,5,0,0,0,0.0
110629,0,0.7959054119999999,38,1,0.228932871,4900.0,5,0,1,0,3.0
7739,0,0.0273043289999999,86,0,0.00742751,7000.0,4,0,0,0,0.0
12411,0,0.02235181,60,0,0.046781287,2500.0,8,0,0,0,0.0
84382,0,1.001111008,29,0,0.1675664869999999,5000.0,5,0,0,0,2.0
76866,0,0.6893011240000001,63,0,0.5542547119999999,3501.0,7,0,1,0,0.0
102883,0,0.129992074,68,0,0.236848369,4200.0,13,0,1,1,1.0
56539,1,0.944490628,59,3,0.859724888,6251.0,23,0,1,5,0.0
49139,0,0.603653895,56,0,0.3381103149999999,6000.0,11,0,2,0,2.0
146757,0,0.1355410529999999,49,0,0.327767574,5988.0,13,0,1,0,2.0
92331,0,0.2808370829999999,47,1,0.309859155,2271.0,5,0,1,0,0.0
83666,0,0.1741819189999999,57,0,0.29263484,7100.0,9,1,1,0,0.0
72104,1,0.1271024759999999,67,0,0.279701845,11000.0,16,2,2,0,1.0
67996,1,0.0637154979999999,71,3,0.66923925,2720.0,10,0,1,0,0.0
122852,0,0.240083554,68,0,0.3779800609999999,6920.0,8,0,2,0,0.0
82696,0,0.974209312,40,0,0.2871424599999999,3600.0,9,0,0,0,2.0
38790,0,0.0,36,0,0.575663027,2563.0,5,0,1,0,0.0
119117,0,0.057515371,81,0,0.033049934,8350.0,18,0,0,0,1.0
141590,0,0.0094822139999999,74,0,0.7429028390000002,2500.0,5,0,1,0,0.0
41641,0,0.448492231,68,0,0.431024157,5008.0,10,0,1,0,0.0
69208,0,0.0220291929999999,55,0,0.005364545,4100.0,5,0,0,2,0.0
38973,0,0.002739703,66,0,0.197477759,10228.0,10,0,1,0,0.0
74642,0,0.644072685,49,0,0.220924652,6250.0,9,0,2,0,3.0
123567,0,0.0445970269999999,34,0,0.8033988669999998,3000.0,7,0,2,0,2.0
112647,0,0.019523477,45,0,0.041128085,850.0,6,0,0,0,0.0
47765,0,0.0,58,0,2.776223776,1000.0,14,0,1,0,0.0
42908,0,0.9999999,61,2,0.0025994799999999,5000.0,2,1,0,0,1.0
134913,0,0.508982036,55,0,0.0895972429999999,4642.0,3,0,0,0,0.0
1571,0,0.0856339909999999,49,0,0.227886057,2000.0,14,0,0,0,0.0
120898,0,0.336530745,66,0,0.5171860249999999,10589.0,9,0,4,0,0.0
30765,0,0.097135832,52,0,0.3484820089999999,10671.0,15,0,2,0,3.0
73180,0,1.032793441,52,2,0.4040982089999999,5416.0,13,0,1,0,0.0
87962,0,0.3091151469999999,50,0,1.423827687,4456.0,13,0,2,0,0.0
116676,0,0.5120390369999999,34,0,0.4975665620000001,3492.0,6,0,1,1,4.0
127084,1,0.9999999,35,0,0.0,1800.0,0,0,0,0,0.0
17684,0,0.294775576,50,0,0.4519691909999999,13761.0,17,0,5,0,1.0
13078,0,0.0,36,0,0.292338458,8000.0,7,0,2,0,2.0
143360,0,0.434007833,65,0,0.705486202,6087.0,20,0,3,0,0.0
77688,0,1.056188762,48,0,0.384935844,6000.0,5,0,2,0,0.0
1092,0,0.2753265349999999,66,1,0.38317757,5884.0,17,0,1,0,0.0
81559,0,0.8581010609999998,53,0,0.489688394,13285.0,9,0,3,1,1.0
69044,0,0.042416029,28,0,0.005560433,6833.0,7,0,0,0,0.0
63799,0,0.229482807,40,0,0.589117477,5200.0,15,0,1,0,1.0
74073,1,0.083743019,39,0,0.35337173,8333.0,16,0,1,0,1.0
122881,0,0.3938114549999999,30,0,0.36372679,6031.0,15,0,2,0,1.0
149699,1,0.0983956119999999,67,1,0.398589526,7656.0,10,0,2,0,0.0
9181,0,0.232834374,31,0,0.0419324199999999,7368.0,2,0,0,0,0.0
77080,0,0.035286939,42,0,0.261142547,12900.0,13,0,4,0,2.0
121564,0,0.6842990059999999,71,0,0.591900702,7975.0,8,0,2,1,1.0
103785,0,0.156456236,38,0,0.156668319,4033.0,5,0,0,0,1.0
59339,1,0.7442030629999998,56,0,0.6830399999999999,6249.0,11,0,2,0,3.0
46353,0,0.38600328,39,0,0.4716729619999999,4500.0,8,0,1,0,2.0
141601,1,0.573680877,63,0,0.4329253659999999,4166.0,5,0,1,0,1.0
127853,1,0.209383813,34,0,0.2288380359999999,4500.0,6,0,0,0,0.0
44265,0,0.5524332899999999,42,0,0.3184628239999999,5984.0,15,0,1,0,1.0
123635,1,0.0,43,2,0.3654890009999999,10500.0,12,1,2,0,4.0
65779,0,0.002122881,61,0,0.378457447,7519.0,19,0,2,0,0.0
77181,0,0.0,31,1,0.252935576,3150.0,10,0,0,0,0.0
28724,0,0.2057397129999999,71,0,0.357312832,5462.0,4,0,1,0,0.0
134706,0,0.383019129,42,0,0.6450484389999999,3715.0,9,0,0,0,1.0
107020,0,2082.0,38,0,0.15821668,8500.0,5,0,2,0,0.0
20260,0,0.9999999,34,1,0.740110165,1996.0,6,0,1,0,1.0
83131,0,0.283298417,60,0,0.418912485,10500.0,12,0,1,0,0.0
70228,1,0.04872816,66,0,0.8432470259999999,2857.0,9,0,2,0,0.0
36439,0,0.0257879079999999,54,0,1502.0,0.0,8,0,1,0,2.0
74547,0,0.297702298,35,0,0.540568836,5730.0,11,0,1,0,1.0
111576,0,0.9999999,39,0,0.3902540609999999,2400.0,5,0,2,0,0.0
21947,1,0.996254682,44,0,0.368407898,4000.0,10,2,1,0,0.0
52840,0,0.246662073,74,0,0.6296505869999999,7068.0,11,0,2,0,0.0
140941,0,0.0425043739999999,42,0,0.4142135,6725.0,13,0,1,0,1.0
143198,0,0.01126211,71,0,0.1130534079999999,11383.0,4,0,1,0,0.0
127496,0,0.161754202,53,0,0.037393558,2700.0,5,0,0,0,0.0
147704,0,0.7719900009999998,46,0,0.543758967,3484.0,8,0,0,0,0.0
88173,0,0.1981322349999999,56,0,0.370214959,13583.0,9,0,2,0,2.0
46985,0,0.036136134,65,0,0.0121580549999999,6250.0,6,0,0,0,1.0
47916,0,0.219013707,44,0,0.064683213,80700.0,7,0,3,0,1.0
143558,0,0.2396287209999999,38,0,0.329098288,5666.0,11,0,1,0,0.0
80628,1,0.389867939,74,0,0.219347582,8000.0,12,0,0,0,0.0
46137,0,0.11879568,46,0,0.351960893,9000.0,8,0,1,0,1.0
31015,0,0.4407976049999999,32,0,0.919847328,1833.0,12,0,2,0,0.0
26423,0,0.140673621,52,0,0.293582493,12200.0,14,0,1,0,1.0
99253,0,0.3343311199999999,39,0,0.2803126699999999,5500.0,10,0,0,0,3.0
12663,0,0.0030913149999999,73,0,0.257392753,2400.0,11,0,0,0,0.0
40439,1,0.010364207,87,0,0.303748126,3334.0,9,0,2,0,0.0
116939,0,0.0072474219999999,41,0,0.002651039,7166.0,6,0,0,0,2.0
114595,0,0.014720588,82,0,68.0,0.0,6,0,0,0,0.0
68386,0,1.010157924,62,0,0.3671184439999999,13575.0,9,0,1,1,0.0
2416,0,0.017705623,33,0,0.319053619,7142.0,7,0,1,0,0.0
21377,0,0.9999999,21,0,0.0,1.0,1,0,0,0,0.0
46064,0,0.0,73,0,0.000190458,10500.0,8,0,0,0,0.0
15997,0,0.009510648,84,0,0.115776845,5000.0,15,0,2,0,0.0
57958,0,0.014794082,65,0,3.69e-05,27083.0,1,0,0,0,2.0
121945,0,0.40133245,68,1,0.4350649349999999,7083.0,9,0,2,0,0.0
54416,0,0.0,75,0,0.0262045649999999,2365.0,15,0,0,0,0.0
93980,0,0.9999999,25,0,0.0979421719999999,3838.0,1,1,0,2,0.0
88647,0,0.331008244,47,1,0.251562221,5600.0,11,0,2,1,2.0
28526,0,0.064075482,24,0,0.006238004,2083.0,1,0,0,0,0.0
51803,0,0.0,67,0,0.25934813,5000.0,6,0,1,0,0.0
9849,0,0.010482788,50,0,0.22111127,7000.0,19,0,2,0,2.0
11404,0,0.900016664,31,0,0.388383046,3184.0,5,0,1,0,4.0
101633,0,0.9999999,33,0,0.190904548,2000.0,2,0,0,0,2.0
15543,0,0.9999999,63,0,0.001317812,4552.0,3,0,0,0,1.0
85140,0,0.5104105399999999,59,0,0.201679832,10000.0,6,0,1,0,0.0
118283,0,0.0,22,0,0.0,820.0,2,0,0,0,0.0
51588,0,0.9999999,32,0,0.703895209,2900.0,6,0,1,0,2.0
68112,0,0.009999275,43,0,0.085989251,8000.0,6,0,0,0,3.0
94748,0,0.0864261019999999,48,0,0.204737404,10300.0,7,0,1,0,0.0
86854,0,0.015737727,51,5,1.08700502,3585.0,16,0,2,0,2.0
102725,0,0.0867115759999999,52,0,0.5662433759999999,10000.0,29,0,8,0,0.0
39832,0,0.1395441819999999,26,0,0.002940312,3400.0,3,0,0,0,0.0
115392,0,0.4978127729999999,27,1,0.5719424459999999,833.0,11,0,0,0,0.0
121644,0,0.970205959,48,0,0.8248678459999998,4350.0,6,0,2,0,1.0
65659,0,0.1076095309999999,23,0,2.0,1.0,5,0,0,0,0.0
94324,1,0.4502155649999999,67,0,0.698281299,12683.0,30,0,8,0,0.0
10640,0,0.059145319,71,0,0.207600414,10630.0,13,0,1,0,1.0
59531,0,0.0039163399999999,36,0,0.2154203799999999,2580.0,6,0,0,0,2.0
62487,0,0.207944188,53,0,0.500270241,9250.0,11,0,2,0,3.0
66472,0,0.029284878,44,0,0.320413437,3869.0,8,0,1,0,3.0
97843,0,0.049920332,58,0,0.366954131,8000.0,17,0,2,0,3.0
14733,0,0.199964574,46,1,0.3846824489999999,14910.0,13,0,1,0,0.0
48413,0,0.3576173129999999,37,1,0.191968005,6000.0,5,0,1,0,3.0
75288,0,0.031366707,32,0,0.280456195,5786.0,11,0,0,0,4.0
54278,0,0.0,61,0,0.41645816,3596.0,13,0,1,0,1.0
77769,0,0.019795514,66,0,0.1678082189999999,9927.0,7,0,1,0,0.0
136790,0,0.0238173679999999,59,0,0.0071485309999999,5035.0,3,0,0,0,0.0
22555,1,1.06723059,33,1,0.948346661,4626.0,18,3,1,5,0.0
6394,0,0.2603563879999999,53,0,0.094781044,5000.0,6,0,0,0,0.0
78414,0,0.9999999,22,0,0.0199004979999999,200.0,0,0,0,0,0.0
6599,0,0.03674572,61,0,0.183773306,10833.0,10,0,1,0,0.0
2525,0,0.0,78,0,0.748603352,3400.0,2,0,1,0,0.0
60758,0,0.9999999,52,0,0.378237052,4015.0,4,0,1,0,0.0
133340,0,0.0,46,0,0.1637836219999999,10000.0,6,0,1,0,2.0
59538,0,0.0,49,0,0.5199306759999999,7500.0,8,0,1,0,2.0
129987,0,0.0904151269999999,71,0,0.3487574979999999,3500.0,3,0,1,0,0.0
79424,0,0.2780475809999999,43,0,0.502279077,6800.0,13,0,1,0,1.0
111599,0,0.9999999,42,0,0.0,3750.0,1,0,0,0,2.0
75146,0,0.050155546,59,0,0.084761608,3208.0,8,0,0,0,0.0
64860,1,0.0741925809999999,32,0,0.8912233140000001,2950.0,5,0,1,0,0.0
43321,0,0.090331427,43,0,0.17974757,6892.0,8,0,1,0,3.0
60174,0,0.0511689459999999,32,0,0.6498924729999999,2324.0,9,0,1,0,0.0
33928,0,0.095112391,48,0,0.2471018909999999,4916.0,3,0,1,0,0.0
18211,0,0.0,44,1,0.672687062,2712.0,6,0,1,0,3.0
112553,0,0.270086496,61,0,0.3962575669999999,5450.0,7,1,1,0,0.0
84295,0,0.010471654,29,0,0.0645529849999999,3500.0,11,0,0,0,1.0
84532,0,0.8002496879999998,25,0,0.008478358,2240.0,2,0,0,0,0.0
101061,0,0.0315440209999999,64,0,0.4203949009999999,4000.0,6,0,1,0,0.0
105591,0,0.571714143,34,0,0.2398909589999999,2200.0,6,0,0,0,2.0
19158,0,0.8653777059999997,61,0,1.333410245,4333.0,11,0,1,0,0.0
79131,0,0.0460491769999999,69,0,0.7925366499999998,2250.0,8,0,1,0,0.0
97112,1,0.9544475990000002,54,1,1.4620213430000002,3185.0,13,1,2,0,0.0
73538,0,0.013759843,79,0,0.0069986,5000.0,7,0,0,0,0.0
76703,0,0.9999999,46,0,0.0007997869999999,3750.0,0,0,0,0,1.0
34594,0,0.0,58,0,0.012724381,4400.0,9,0,0,0,1.0
74107,0,0.9921582000000002,35,1,0.5534121549999999,4820.0,9,0,1,0,0.0
45675,0,0.6243300179999999,63,0,0.3685009269999999,17790.0,8,0,2,0,0.0
147484,0,0.349482526,35,0,0.4717528249999999,10000.0,6,0,1,0,0.0
101686,0,0.0,69,0,0.266748712,13000.0,4,0,1,0,0.0
22683,0,0.020452138,51,0,0.032213274,3600.0,57,0,0,0,0.0
2944,1,0.554379777,28,1,0.2278741549999999,3400.0,3,0,1,0,0.0
90169,0,0.100334127,53,0,0.021056206,5888.0,4,0,0,0,2.0
14175,0,0.009513633,70,0,0.545155993,3653.0,9,0,1,0,0.0
120242,0,0.9999999,25,0,0.0,1250.0,0,1,0,0,0.0
48144,0,0.0725008909999999,63,0,0.712930012,5057.0,17,0,3,0,1.0
24431,1,0.2323721679999999,40,2,0.3442800429999999,11083.0,15,0,2,0,2.0
22511,0,0.013108198,63,0,0.048162653,12000.0,6,0,0,0,0.0
35849,0,1.017964072,46,4,0.4021087079999999,5500.0,6,0,1,1,0.0
4537,0,0.7026358959999999,43,0,0.3003894329999999,9500.0,14,0,1,0,3.0
138263,0,0.023248838,78,0,0.211496407,3200.0,7,1,1,1,0.0
6791,0,0.207879212,48,0,0.3461090399999999,8583.0,3,0,1,0,3.0
113864,0,0.026966367,37,0,0.088892929,5500.0,9,0,0,0,1.0
128211,0,0.8449887629999998,31,0,0.403167747,4166.0,7,0,0,0,2.0
55360,0,0.033870766,41,0,0.294341132,5000.0,6,0,2,0,0.0
75304,0,0.1905918809999999,58,0,0.289176866,12500.0,4,1,1,0,0.0
36266,0,0.00436324,26,0,0.1187812429999999,4200.0,6,0,0,0,0.0
1421,0,0.080481775,38,0,0.2739726029999999,10000.0,12,0,1,0,1.0
98963,0,0.338989213,30,0,0.966116053,2360.0,4,0,2,0,0.0
6346,0,0.9999999,51,0,0.194316081,4327.0,5,0,0,1,1.0
139470,0,0.0,67,0,0.276683463,2182.0,7,0,0,0,1.0
97861,0,0.0,27,0,0.0749086479999999,4925.0,7,0,0,0,0.0
128511,0,0.7389460929999998,38,1,0.098696978,3606.0,6,3,0,1,1.0
125360,0,0.193573767,29,0,0.6840261190000001,6278.0,14,0,2,0,0.0
124505,0,0.511179785,43,1,0.065064916,6700.0,6,0,0,0,1.0
99218,0,0.116054191,43,0,0.4831753879999999,7280.0,17,0,2,0,2.0
37772,0,0.9999999,27,0,0.0,5500.0,0,0,0,0,1.0
47517,0,0.8399169609999998,57,0,0.5376138,4173.0,6,0,0,0,2.0
35812,0,0.607471402,25,1,750.0,0.0,7,0,0,0,5.0
130920,1,0.097995334,48,0,0.179691015,6666.0,4,0,2,0,0.0
37940,0,0.229846769,23,1,0.011662779,3000.0,3,0,0,0,1.0
123446,0,0.0644227909999999,62,0,0.01285347,3500.0,6,0,0,0,0.0
74168,0,0.6421236099999998,49,0,0.2754943349999999,4500.0,8,0,0,1,0.0
135642,0,0.136847869,49,0,0.447084233,12500.0,11,0,3,0,0.0
148148,0,0.9999999,60,0,0.198521647,10416.0,4,2,1,0,2.0
15472,0,0.2373227209999999,57,1,0.443962216,11750.0,8,0,2,0,0.0
102921,0,0.0,25,1,0.7106325709999999,742.0,5,0,0,0,0.0
24915,0,0.9999999,37,0,0.030764498,6500.0,6,0,0,0,4.0
51118,0,0.012046296,46,0,0.347844199,4800.0,4,0,1,0,2.0
54512,0,0.0,36,0,0.0,2000.0,4,0,0,0,0.0
39293,0,0.0249617929999999,71,0,0.7447510499999997,3333.0,7,0,2,0,0.0
52784,0,0.342003452,70,1,0.4892999639999999,2756.0,6,5,0,0,0.0
87407,0,0.0911409969999999,60,0,0.029764549,4501.0,8,0,0,0,0.0
39741,0,0.418062726,67,0,0.4138320569999999,7966.0,32,0,3,0,0.0
9590,0,0.9999999,56,0,0.361088346,6100.0,2,0,2,0,0.0
55691,0,0.0429503359999999,40,0,0.0092529129999999,2917.0,1,0,0,0,0.0
58120,0,0.037545254,54,0,0.184545236,12500.0,15,0,1,0,2.0
23549,0,0.0298787309999999,55,0,0.2832843669999999,6466.0,11,0,2,0,2.0
37485,0,0.8713534189999999,64,0,0.406345067,2300.0,5,0,0,0,1.0
145817,0,0.0,28,1,0.081024202,2850.0,4,0,0,0,0.0
122146,0,0.186961223,78,0,0.037992402,5000.0,5,0,0,0,0.0
34569,0,0.862705412,45,0,0.283171683,10000.0,7,0,0,0,3.0
86995,0,0.988404638,47,0,0.6141394909999999,4200.0,10,0,2,0,1.0
100618,0,0.883468965,67,0,0.342360676,12775.0,11,0,2,0,1.0
117144,0,0.0,48,0,0.20302242,16145.0,8,0,2,0,1.0
8278,0,0.985762167,52,0,0.567780304,5716.0,11,0,2,0,3.0
59439,0,0.067554054,53,0,0.305269473,10000.0,4,0,1,0,1.0
130555,0,0.087321984,58,0,0.149528463,8800.0,10,0,2,0,2.0
75515,0,0.056483202,55,0,0.0699611329999999,1800.0,6,0,0,0,0.0
73940,0,0.137376372,30,0,0.820051414,3500.0,28,0,1,0,0.0
74656,0,0.4680039639999999,30,0,0.2876187299999999,6000.0,10,0,0,0,0.0
111179,0,0.0419979,53,1,0.0991920649999999,12500.0,9,0,0,0,1.0
33556,0,0.0,70,0,0.202889176,4637.0,4,0,1,0,0.0
67587,0,0.0,48,0,0.499416764,6000.0,13,0,1,0,2.0
89916,0,0.792776247,42,1,0.2091962089999999,5697.0,5,1,0,0,1.0
104570,0,0.2719728029999999,55,0,0.306670833,6400.0,11,0,2,0,0.0
115892,0,0.1852546079999999,63,0,0.0702776829999999,5833.0,4,0,0,0,0.0
74769,0,1.565434565,35,0,0.182056452,4959.0,3,2,0,1,0.0
61042,0,0.830889368,65,2,0.7047987259999999,4396.0,10,0,1,1,0.0
98824,0,0.0246807339999999,61,0,0.004443457,4500.0,3,0,0,0,1.0
141932,0,0.0215766759999999,64,4,0.0054280539999999,10500.0,14,0,0,0,0.0
109557,1,0.357761492,61,3,0.015805336,72000.0,8,1,1,0,1.0
51158,0,0.000266069,47,0,0.00217118,8750.0,6,0,0,0,3.0
82230,0,0.131907653,57,0,0.238917406,15000.0,14,0,2,0,2.0
145903,0,0.0062430749999999,65,0,0.200265716,14300.0,5,0,1,0,0.0
129985,0,0.2750609629999999,57,0,0.22705153,15000.0,15,0,2,0,1.0
29461,0,0.697632242,29,0,0.3050371259999999,4982.0,7,0,1,0,3.0
126579,0,0.3731517679999999,55,0,0.4177897569999999,12984.0,8,0,2,0,1.0
96038,1,0.6019026459999999,73,0,1.6763358780000002,1309.0,3,1,1,1,0.0
143317,0,0.025799355,79,0,0.004748338,6317.0,3,0,0,0,0.0
83991,0,0.1434819689999999,58,2,0.268836754,28600.0,13,0,5,0,1.0
90802,0,0.003023023,64,0,0.7842992039999999,5400.0,13,0,3,0,0.0
135162,1,0.3163732619999999,71,0,0.549633578,1500.0,17,0,1,0,0.0
137668,0,0.0618647479999999,73,0,0.25754849,5000.0,8,0,1,0,1.0
94730,0,0.781814546,43,0,0.4590612499999999,4750.0,5,0,1,0,2.0
127727,0,0.081174067,55,0,0.1372208969999999,4612.0,9,0,1,0,1.0
143485,0,0.014802218,57,0,0.251759548,8666.0,28,0,2,0,0.0
100366,0,0.9999999,47,0,0.094991684,5410.0,3,0,1,2,1.0
140163,0,0.112078544,51,0,0.135499354,5416.0,11,1,0,0,2.0
94120,0,0.383679975,57,0,0.2244307909999999,8300.0,7,0,1,1,2.0
